DocumentID,Document,Book
1225,you come this evening to the inn of the tillac d'argent you will find me there fantine returned home she was furious and related the occurrence to her good neighbor marguerite can you understand such a thing is he not an abominable man how can they allow such people to go about the country pull out my two front teeth why i should be horrible my hair will grow again but my teeth ah what a monster of a man i should prefer to throw myself head first on the pavement from the fifth story he told me that he should be at the tillac d'argent this evening and what did he offer asked marguerite two napoleons that makes forty francs yes said fantine that makes forty francs she remained thoughtful and began her work at the expiration of a quarter of an hour she left her sewing and went to read the thenardiers letter once more on the staircase on her return she said to marguerite who was at work beside her what is a miliary fever do you know yes answered the old spinster it is a disease does it require many drugs oh terrible drugs how does,LM
1226,as they stood in the temple what think ye that he will not come to the feast now both the chief priests and the pharisees had given a commandment that if any man knew where he were he should shew it that they might take him 1then six days before the passover came to bethany where lazarus was which had been dead whom he raised from the dead 1there they made him a supper and martha served but lazarus was one of them that sat at the table with him 1then took mary a pound of ointment of spikenard very costly and anointed the feet of and wiped his feet with her hair and the house was filled with the odour of the ointment 1then saith one of his disciples judas iscariot simon's son which should betray him 1why was not this ointment sold for three hundred pence and given to the poor 1this he said not that he cared for the poor but because he was a thief and had the bag and bare what was put therein 1then said let her alone against the day of my burying hath she kept this 1for the poor always ye have,NT
1227,one get it it is a malady that one gets without knowing how then it attacks children children in particular do people die of it they may said marguerite fantine left the room and went to read her letter once more on the staircase that evening she went out and was seen to turn her steps in the direction of the rue de paris where the inns are situated the next morning when marguerite entered fantine's room before daylight for they always worked together and in this manner used only one candle for the two she found fantine seated on her bed pale and frozen she had not lain down her cap had fallen on her knees her candle had burned all night and was almost entirely consumed marguerite halted on the threshold petrified at this tremendous wastefulness and exclaimed lord the candle is all burned out something has happened then she looked at fantine who turned toward her her head bereft of its hair fantine had grown ten years older since the preceding night jesus said marguerite what is the matter with you fantine nothing replied fantine quite the contrary my child will not die of that frightful malady,LM
1228,with you but me ye have not always 1much people of the jews therefore knew that he was there and they came not for sake only but that they might see lazarus also whom he had raised from the dead but the chief priests consulted that they might put lazarus also to death because that by reason of him many of the jews went away and believed on on the next day much people that were come to the feast when they heard that was coming to jerusalem took branches of palm trees and went forth to meet him and cried hosanna blessed is the king of israel that cometh in the name of the lord and when he had found a young ass sat thereon as it is written fear not daughter of sion behold thy king cometh sitting on an ass's colt these things understood not his disciples at the first but when was glorified then remembered they that these things were written of him and that they had done these things unto him the people therefore that was with him when he called lazarus out of his grave and raised him from the dead bare record for,NT
1229,for lack of succor i am content so saying she pointed out to the spinster two napoleons which were glittering on the table ah jesus god cried marguerite why it is a fortune where did you get those louis d'or i got them replied fantine at the same time she smiled the candle illuminated her countenance it was a bloody smile a reddish saliva soiled the corners of her lips and she had a black hole in her mouth the two teeth had been extracted she sent the forty francs to montfermeil after all it was a ruse of the thenardiers to obtain money cosette was not ill fantine threw her mirror out of the window she had long since quitted her cell on the second floor for an attic with only a latch to fasten it next the roof one of those attics whose extremity forms an angle with the floor and knocks you on the head every instant the poor occupant can reach the end of his chamber as he can the end of his destiny only by bending over more and more she had no longer a bed a rag which she called her coverlet a mattress,LM
1230,this cause the people also met him for that they heard that he had done this miracle the pharisees therefore said among themselves perceive ye how ye prevail nothing behold the world is gone after him and there were certain greeks among them that came up to worship at the feast the same came therefore to philip which was of bethsaida of galilee and desired him saying sir we would see philip cometh and telleth andrew and again andrew and philip tell and answered them saying the hour is come that the son of man should be glorified verily verily i say unto you except a corn of wheat fall into the ground and die it abideth alone but if it die it bringeth forth much fruit he that loveth his life shall lose it and he that hateth his life in this world shall keep it unto life eternal if any man serve me let him follow me and where i am there shall also my servant be if any man serve me him will my father honour now is my soul troubled and what shall i say father save me from this hour but for this cause came,NT
1231,on the floor and a seatless chair still remained a little rosebush which she had had dried up forgotten in one corner in the other corner was a butter pot to hold water which froze in winter and in which the various levels of the water remained long marked by these circles of ice she had lost her shame she lost her coquetry a final sign she went out with dirty caps whether from lack of time or from indifference she no longer mended her linen as the heels wore out she dragged her stockings down into her shoes this was evident from the perpendicular wrinkles she patched her bodice which was old and worn out with scraps of calico which tore at the slightest movement the people to whom she was indebted made scenes and gave her no peace she found them in the street she found them again on her staircase she passed many a night weeping and thinking her eyes were very bright and she felt a steady pain in her shoulder towards the top of the left shoulder blade she coughed a great deal she deeply hated father madeleine but made no complaint she sewed seventeen,LM
1232,i unto this hour father glorify thy name then came there a voice from heaven saying i have both glorified it and will glorify it again the people therefore that stood by and heard it said that it thundered others said an angel spake to him answered and said this voice came not because of me but for your sakes now is the judgment of this world now shall the prince of this world be cast out and i if i be lifted up from the earth will draw all men unto me this he said signifying what death he should die the people answered him we have heard out of the law that abideth for ever and how sayest thou the son of man must be lifted up who is this son of man then said unto them yet a little while is the light with you walk while ye have the light lest darkness come upon you for he that walketh in darkness knoweth not whither he goeth while ye have light believe in the light that ye may be the children of light these things spake and departed and did hide himself from them but though he,NT
1233,hours a day but a contractor for the work of prisons who made the prisoners work at a discount suddenly made prices fall which reduced the daily earnings of working women to nine sous seventeen hours of toil and nine sous a day her creditors were more pitiless than ever the second hand dealer who had taken back nearly all his furniture said to her incessantly when will you pay me you hussy what did they want of her good god she felt that she was being hunted and something of the wild beast developed in her about the same time thenardier wrote to her that he had waited with decidedly too much amiability and that he must have a hundred francs at once otherwise he would turn little cosette out of doors convalescent as she was from her heavy illness into the cold and the streets and that she might do what she liked with herself and die if she chose a hundred francs thought fantine but in what trade can one earn a hundred sous a day come said she let us sell what is left the unfortunate girl became a woman of the town xi christus nos,LM
1234,had done so many miracles before them yet they believed not on him that the saying of esaias the prophet might be fulfilled which he spake lord who hath believed our report and to whom hath the arm of the lord been revealed therefore they could not believe because that esaias said again he hath blinded their eyes and hardened their heart that they should not see with their eyes nor understand with their heart and be converted and i should heal them these things said esaias when he saw his glory and spake of him nevertheless among the chief rulers also many believed on him but because of the pharisees they did not confess him lest they should be put out of the synagogue for they loved the praise of men more than the praise of cried and said he that believeth on me believeth not on me but on him that sent me and he that seeth me seeth him that sent me i am come a light into the world that whosoever believeth on me should not abide in darkness and if any man hear my words and believe not i judge him not for i came,NT
1235,liberavit what is this history of fantine it is society purchasing a slave from whom from misery from hunger cold isolation destitution a dolorous bargain a soul for a morsel of bread misery offers society accepts the sacred law of jesus christ governs our civilization but it does not as yet permeate it it is said that slavery has disappeared from european civilization this is a mistake it still exists but it weighs only upon the woman and it is called prostitution it weighs upon the woman that is to say upon grace weakness beauty maternity this is not one of the least of man's disgraces at the point in this melancholy drama which we have now reached nothing is left to fantine of that which she had formerly been she has become marble in becoming mire whoever touches her feels cold she passes she endures you she ignores you she is the severe and dishonored figure life and the social order have said their last word for her all has happened to her that will happen to her she has felt everything borne everything experienced everything suffered everything lost everything mourned everything she is resigned with that resignation which,LM
1236,not to judge the world but to save the world he that rejecteth me and receiveth not my words hath one that judgeth him the word that i have spoken the same shall judge him in the last day for i have not spoken of myself but the father which sent me he gave me a commandment what i should say and what i should speak and i know that his commandment is life everlasting whatsoever i speak therefore even as the father said unto me so i speak 1now before the feast of the passover when knew that his hour was come that he should depart out of this world unto the father having loved his own which were in the world he loved them unto the end 1and supper being ended the devil having now put into the heart of judas iscariot simon's son to betray him 1 knowing that the father had given all things into his hands and that he was come from and went to 1he riseth from supper and laid aside his garments and took a towel and girded himself 1after that he poureth water into a bason and began to wash the disciples,NT
1237,resembles indifference as death resembles sleep she no longer avoids anything let all the clouds fall upon her and all the ocean sweep over her what matters it to her she is a sponge that is soaked at least she believes it to be so but it is an error to imagine that fate can be exhausted and that one has reached the bottom of anything whatever alas what are all these fates driven on pell mell whither are they going why are they thus he who knows that sees the whole of the shadow he is alone his name is god xii m bamatabois's inactivity there is in all small towns and there was at m sur m in particular a class of young men who nibble away an income of fifteen hundred francs with the same air with which their prototypes devour two hundred thousand francs a year in paris these are beings of the great neuter species impotent men parasites cyphers who have a little land a little folly a little wit who would be rustics in a drawing room and who think themselves gentlemen in the dram shop who say my fields my peasants my woods,LM
1238,feet and to wipe them with the towel wherewith he was girded 1then cometh he to simon peter and peter saith unto him lord dost thou wash my feet 1 answered and said unto him what i do thou knowest not now but thou shalt know hereafter 1peter saith unto him thou shalt never wash my feet answered him if i wash thee not thou hast no part with me 1simon peter saith unto him lord not my feet only but also my hands and my head saith to him he that is washed needeth not save to wash his feet but is clean every whit and ye are clean but not all for he knew who should betray him therefore said he ye are not all clean so after he had washed their feet and had taken his garments and was set down again he said unto them know ye what i have done to you ye call me master and lord and ye say well for so i am if i then your lord and master have washed your feet ye also ought to wash one another's feet for i have given you an example that ye should,NT
1239,who hiss actresses at the theatre to prove that they are persons of taste quarrel with the officers of the garrison to prove that they are men of war hunt smoke yawn drink smell of tobacco play billiards stare at travellers as they descend from the diligence live at the cafe dine at the inn have a dog which eats the bones under the table and a mistress who eats the dishes on the table who stick at a sou exaggerate the fashions admire tragedy despise women wear out their old boots copy london through paris and paris through the medium of pont a mousson grow old as dullards never work serve no use and do no great harm m felix tholomyes had he remained in his own province and never beheld paris would have been one of these men if they were richer one would say they are dandies if they were poorer one would say they are idlers they are simply men without employment among these unemployed there are bores the bored dreamers and some knaves at that period a dandy was composed of a tall collar a big cravat a watch with trinkets three vests of different,LM
1240,do as i have done to you verily verily i say unto you the servant is not greater than his lord neither he that is sent greater than he that sent him if ye know these things happy are ye if ye do them i speak not of you all i know whom i have chosen but that the scripture may be fulfilled he that eateth bread with me hath lifted up his heel against me now i tell you before it come that when it is come to pass ye may believe that i am he verily verily i say unto you he that receiveth whomsoever i send receiveth me and he that receiveth me receiveth him that sent me when had thus said he was troubled in spirit and testified and said verily verily i say unto you that one of you shall betray me then the disciples looked one on another doubting of whom he spake now there was leaning on bosom one of his disciples whom loved simon peter therefore beckoned to him that he should ask who it should be of whom he spake he then lying on breast saith unto him lord who is,NT
1241,colors worn one on top of the other the red and blue inside of a short waisted olive coat with a codfish tail a double row of silver buttons set close to each other and running up to the shoulder and a pair of trousers of a lighter shade of olive ornamented on the two seams with an indefinite but always uneven number of lines varying from one to eleven a limit which was never exceeded add to this high shoes with little irons on the heels a tall hat with a narrow brim hair worn in a tuft an enormous cane and conversation set off by puns of potier over all spurs and a mustache at that epoch mustaches indicated the bourgeois and spurs the pedestrian the provincial dandy wore the longest of spurs and the fiercest of mustaches it was the period of the conflict of the republics of south america with the king of spain of bolivar against morillo narrow brimmed hats were royalist and were called morillos liberals wore hats with wide brims which were called bolivars eight or ten months then after that which is related in the preceding pages towards the first of january,LM
1242,it answered he it is to whom i shall give a sop when i have dipped it and when he had dipped the sop he gave it to judas iscariot the son of simon and after the sop satan entered into him then said unto him that thou doest do quickly now no man at the table knew for what intent he spake this unto him for some of them thought because judas had the bag that had said unto him buy those things that we have need of against the feast or that he should give something to the poor he then having received the sop went immediately out and it was night therefore when he was gone out said now is the son of man glorified and is glorified in him if be glorified in him shall also glorify him in himself and shall straightway glorify him little children yet a little while i am with you ye shall seek me and as i said unto the jews whither i go ye cannot come so now i say to you a new commandment i give unto you that ye love one another as i have loved you that,NT
1243,on a snowy evening one of these dandies one of these unemployed a right thinker for he wore a morillo and was moreover warmly enveloped in one of those large cloaks which completed the fashionable costume in cold weather was amusing himself by tormenting a creature who was prowling about in a ball dress with neck uncovered and flowers in her hair in front of the officers cafe this dandy was smoking for he was decidedly fashionable each time that the woman passed in front of him he bestowed on her together with a puff from his cigar some apostrophe which he considered witty and mirthful such as how ugly you are will you get out of my sight you have no teeth etc etc this gentleman was known as m bamatabois the woman a melancholy decorated spectre which went and came through the snow made him no reply did not even glance at him and nevertheless continued her promenade in silence and with a sombre regularity which brought her every five minutes within reach of this sarcasm like the condemned soldier who returns under the rods the small effect which he produced no doubt piqued the lounger and taking,LM
1244,ye also love one another by this shall all men know that ye are my disciples if ye have love one to another simon peter said unto him lord whither goest thou answered him whither i go thou canst not follow me now but thou shalt follow me afterwards peter said unto him lord why cannot i follow thee now i will lay down my life for thy sake answered him wilt thou lay down thy life for my sake verily verily i say unto thee the cock shall not crow till thou hast denied me thrice 1let not your heart be troubled ye believe in believe also in me 1in my father's house are many mansions if it were not so i would have told you i go to prepare a place for you 1and if i go and prepare a place for you i will come again and receive you unto myself that where i am there ye may be also 1and whither i go ye know and the way ye know 1thomas saith unto him lord we know not whither thou goest and how can we know the way 1 saith unto him i am the way,NT
1245,advantage of a moment when her back was turned he crept up behind her with the gait of a wolf and stifling his laugh bent down picked up a handful of snow from the pavement and thrust it abruptly into her back between her bare shoulders the woman uttered a roar whirled round gave a leap like a panther and hurled herself upon the man burying her nails in his face with the most frightful words which could fall from the guard room into the gutter these insults poured forth in a voice roughened by brandy did indeed proceed in hideous wise from a mouth which lacked its two front teeth it was fantine at the noise thus produced the officers ran out in throngs from the cafe passers by collected and a large and merry circle hooting and applauding was formed around this whirlwind composed of two beings whom there was some difficulty in recognizing as a man and a woman the man struggling his hat on the ground the woman striking out with feet and fists bareheaded howling minus hair and teeth livid with wrath horrible suddenly a man of lofty stature emerged vivaciously from the crowd seized,LM
1246,the truth and the life no man cometh unto the father but by me 1if ye had known me ye should have known my father also and from henceforth ye know him and have seen him 1philip saith unto him lord shew us the father and it sufficeth us 1 saith unto him have i been so long time with you and yet hast thou not known me philip he that hath seen me hath seen the father and how sayest thou then shew us the father believest thou not that i am in the father and the father in me the words that i speak unto you i speak not of myself but the father that dwelleth in me he doeth the works believe me that i am in the father and the father in me or else believe me for the very works sake verily verily i say unto you he that believeth on me the works that i do shall he do also and greater works than these shall he do because i go unto my father and whatsoever ye shall ask in my name that will i do that the father may be glorified in the,NT
1247,the woman by her satin bodice which was covered with mud and said to her follow me the woman raised her head her furious voice suddenly died away her eyes were glassy she turned pale instead of livid and she trembled with a quiver of terror she had recognized javert the dandy took advantage of the incident to make his escape xiii the solution of some questions connected with the municipal police javert thrust aside the spectators broke the circle and set out with long strides towards the police station which is situated at the extremity of the square dragging the wretched woman after him she yielded mechanically neither he nor she uttered a word the cloud of spectators followed jesting in a paroxysm of delight supreme misery an occasion for obscenity on arriving at the police station which was a low room warmed by a stove with a glazed and grated door opening on the street and guarded by a detachment javert opened the door entered with fantine and shut the door behind him to the great disappointment of the curious who raised themselves on tiptoe and craned their necks in front of the thick glass of the station,LM
1248,son if ye shall ask any thing in my name i will do it if ye love me keep my commandments and i will pray the father and he shall give you another comforter that he may abide with you for ever even the spirit of truth whom the world cannot receive because it seeth him not neither knoweth him but ye know him for he dwelleth with you and shall be in you i will not leave you comfortless i will come to you yet a little while and the world seeth me no more but ye see me because i live ye shall live also at that day ye shall know that i am in my father and ye in me and i in you he that hath my commandments and keepeth them he it is that loveth me and he that loveth me shall be loved of my father and i will love him and will manifest myself to him judas saith unto him not iscariot lord how is it that thou wilt manifest thyself unto us and not unto the world answered and said unto him if a man love me he will keep my words,NT
1249,house in their effort to see curiosity is a sort of gluttony to see is to devour on entering fantine fell down in a corner motionless and mute crouching down like a terrified dog the sergeant of the guard brought a lighted candle to the table javert seated himself drew a sheet of stamped paper from his pocket and began to write this class of women is consigned by our laws entirely to the discretion of the police the latter do what they please punish them as seems good to them and confiscate at their will those two sorry things which they entitle their industry and their liberty javert was impassive his grave face betrayed no emotion whatever nevertheless he was seriously and deeply preoccupied it was one of those moments when he was exercising without control but subject to all the scruples of a severe conscience his redoubtable discretionary power at that moment he was conscious that his police agent's stool was a tribunal he was entering judgment he judged and condemned he summoned all the ideas which could possibly exist in his mind around the great thing which he was doing the more he examined the deed of,LM
1250,and my father will love him and we will come unto him and make our abode with him he that loveth me not keepeth not my sayings and the word which ye hear is not mine but the father's which sent me these things have i spoken unto you being yet present with you but the comforter which is the holy ghost whom the father will send in my name he shall teach you all things and bring all things to your remembrance whatsoever i have said unto you peace i leave with you my peace i give unto you not as the world giveth give i unto you let not your heart be troubled neither let it be afraid ye have heard how i said unto you i go away and come again unto you if ye loved me ye would rejoice because i said i go unto the father for my father is greater than i and now i have told you before it come to pass that when it is come to pass ye might believe hereafter i will not talk much with you for the prince of this world cometh and hath nothing in me but,NT
1251,this woman the more shocked he felt it was evident that he had just witnessed the commission of a crime he had just beheld yonder in the street society in the person of a freeholder and an elector insulted and attacked by a creature who was outside all pales a prostitute had made an attempt on the life of a citizen he had seen that he javert he wrote in silence when he had finished he signed the paper folded it and said to the sergeant of the guard as he handed it to him take three men and conduct this creature to jail then turning to fantine you are to have six months of it the unhappy woman shuddered six months six months of prison she exclaimed six months in which to earn seven sous a day but what will become of cosette my daughter my daughter but i still owe the thenardiers over a hundred francs do you know that monsieur inspector she dragged herself across the damp floor among the muddy boots of all those men without rising with clasped hands and taking great strides on her knees monsieur javert said she i beseech your mercy i,LM
1252,that the world may know that i love the father and as the father gave me commandment even so i do arise let us go hence 1i am the true vine and my father is the husbandman 1every branch in me that beareth not fruit he taketh away and every branch that beareth fruit he purgeth it that it may bring forth more fruit 1now ye are clean through the word which i have spoken unto you 1abide in me and i in you as the branch cannot bear fruit of itself except it abide in the vine no more can ye except ye abide in me 1i am the vine ye are the branches he that abideth in me and i in him the same bringeth forth much fruit for without me ye can do nothing 1if a man abide not in me he is cast forth as a branch and is withered and men gather them and cast them into the fire and they are burned 1if ye abide in me and my words abide in you ye shall ask what ye will and it shall be done unto you 1herein is my father glorified that ye bear,NT
1253,assure you that i was not in the wrong if you had seen the beginning you would have seen i swear to you by the good god that i was not to blame that gentleman the bourgeois whom i do not know put snow in my back has any one the right to put snow down our backs when we are walking along peaceably and doing no harm to any one i am rather ill as you see and then he had been saying impertinent things to me for a long time you are ugly you have no teeth i know well that i have no longer those teeth i did nothing i said to myself the gentleman is amusing himself i was honest with him i did not speak to him it was at that moment that he put the snow down my back monsieur javert good monsieur inspector is there not some person here who saw it and can tell you that this is quite true perhaps i did wrong to get angry you know that one is not master of one's self at the first moment one gives way to vivacity and then when some one puts,LM
1254,much fruit so shall ye be my disciples 1as the father hath loved me so have i loved you continue ye in my love if ye keep my commandments ye shall abide in my love even as i have kept my father's commandments and abide in his love these things have i spoken unto you that my joy might remain in you and that your joy might be full this is my commandment that ye love one another as i have loved you greater love hath no man than this that a man lay down his life for his friends ye are my friends if ye do whatsoever i command you henceforth i call you not servants for the servant knoweth not what his lord doeth but i have called you friends for all things that i have heard of my father i have made known unto you ye have not chosen me but i have chosen you and ordained you that ye should go and bring forth fruit and that your fruit should remain that whatsoever ye shall ask of the father in my name he may give it you these things i command you that ye love one,NT
1255,something cold down your back just when you are not expecting it i did wrong to spoil that gentleman's hat why did he go away i would ask his pardon oh my god it makes no difference to me whether i ask his pardon do me the favor to day for this once monsieur javert hold you do not know that in prison one can earn only seven sous a day it is not the government's fault but seven sous is one's earnings and just fancy i must pay one hundred francs or my little girl will be sent to me oh my god i cannot have her with me what i do is so vile oh my cosette oh my little angel of the holy virgin what will become of her poor creature i will tell you it is the thenardiers inn keepers peasants and such people are unreasonable they want money don't put me in prison you see there is a little girl who will be turned out into the street to get along as best she may in the very heart of the winter and you must have pity on such a being my good monsieur javert,LM
1256,another if the world hate you ye know that it hated me before it hated you if ye were of the world the world would love his own but because ye are not of the world but i have chosen you out of the world therefore the world hateth you remember the word that i said unto you the servant is not greater than his lord if they have persecuted me they will also persecute you if they have kept my saying they will keep yours also but all these things will they do unto you for my name's sake because they know not him that sent me if i had not come and spoken unto them they had not had sin but now they have no cloak for their sin he that hateth me hateth my father also if i had not done among them the works which none other man did they had not had sin but now have they both seen and hated both me and my father but this cometh to pass that the word might be fulfilled that is written in their law they hated me without a cause but when the comforter is come,NT
1257,if she were older she might earn her living but it cannot be done at that age i am not a bad woman at bottom it is not cowardliness and gluttony that have made me what i am if i have drunk brandy it was out of misery i do not love it but it benumbs the senses when i was happy it was only necessary to glance into my closets and it would have been evident that i was not a coquettish and untidy woman i had linen a great deal of linen have pity on me monsieur javert she spoke thus rent in twain shaken with sobs blinded with tears her neck bare wringing her hands and coughing with a dry short cough stammering softly with a voice of agony great sorrow is a divine and terrible ray which transfigures the unhappy at that moment fantine had become beautiful once more from time to time she paused and tenderly kissed the police agent's coat she would have softened a heart of granite but a heart of wood cannot be softened come said javert i have heard you out have you entirely finished you will get six months now,LM
1258,whom i will send unto you from the father even the spirit of truth which proceedeth from the father he shall testify of me and ye also shall bear witness because ye have been with me from the beginning 1these things have i spoken unto you that ye should not be offended 1they shall put you out of the synagogues yea the time cometh that whosoever killeth you will think that he doeth service 1and these things will they do unto you because they have not known the father nor me 1but these things have i told you that when the time shall come ye may remember that i told you of them and these things i said not unto you at the beginning because i was with you 1but now i go my way to him that sent me and none of you asketh me whither goest thou 1but because i have said these things unto you sorrow hath filled your heart 1nevertheless i tell you the truth it is expedient for you that i go away for if i go not away the comforter will not come unto you but if i depart i will send him unto,NT
1259,march the eternal father in person could do nothing more at these solemn words the eternal father in person could do nothing more she understood that her fate was sealed she sank down murmuring mercy javert turned his back the soldiers seized her by the arms a few moments earlier a man had entered but no one had paid any heed to him he shut the door leaned his back against it and listened to fantine's despairing supplications at the instant when the soldiers laid their hands upon the unfortunate woman who would not rise he emerged from the shadow and said one moment if you please javert raised his eyes and recognized m madeleine he removed his hat and saluting him with a sort of aggrieved awkwardness excuse me mr mayor the words mr mayor produced a curious effect upon fantine she rose to her feet with one bound like a spectre springing from the earth thrust aside the soldiers with both arms walked straight up to m madeleine before any one could prevent her and gazing intently at him with a bewildered air she cried ah so it is you who are m le maire then she burst,LM
1260,you 1and when he is come he will reprove the world of sin and of righteousness and of judgment 1of sin because they believe not on me of righteousness because i go to my father and ye see me no more of judgment because the prince of this world is judged i have yet many things to say unto you but ye cannot bear them now howbeit when he the spirit of truth is come he will guide you into all truth for he shall not speak of himself but whatsoever he shall hear that shall he speak and he will shew you things to come he shall glorify me for he shall receive of mine and shall shew it unto you all things that the father hath are mine therefore said i that he shall take of mine and shall shew it unto you a little while and ye shall not see me and again a little while and ye shall see me because i go to the father then said some of his disciples among themselves what is this that he saith unto us a little while and ye shall not see me and again a little while,NT
1261,into a laugh and spit in his face m madeleine wiped his face and said inspector javert set this woman at liberty javert felt that he was on the verge of going mad he experienced at that moment blow upon blow and almost simultaneously the most violent emotions which he had ever undergone in all his life to see a woman of the town spit in the mayor's face was a thing so monstrous that in his most daring flights of fancy he would have regarded it as a sacrilege to believe it possible on the other hand at the very bottom of his thought he made a hideous comparison as to what this woman was and as to what this mayor might be and then he with horror caught a glimpse of i know not what simple explanation of this prodigious attack but when he beheld that mayor that magistrate calmly wipe his face and say set this woman at liberty he underwent a sort of intoxication of amazement thought and word failed him equally the sum total of possible astonishment had been exceeded in his case he remained mute the words had produced no less strange an effect,LM
1262,and ye shall see me and because i go to the father they said therefore what is this that he saith a little while we cannot tell what he saith now knew that they were desirous to ask him and said unto them do ye enquire among yourselves of that i said a little while and ye shall not see me and again a little while and ye shall see me verily verily i say unto you that ye shall weep and lament but the world shall rejoice and ye shall be sorrowful but your sorrow shall be turned into joy a woman when she is in travail hath sorrow because her hour is come but as soon as she is delivered of the child she remembereth no more the anguish for joy that a man is born into the world and ye now therefore have sorrow but i will see you again and your heart shall rejoice and your joy no man taketh from you and in that day ye shall ask me nothing verily verily i say unto you whatsoever ye shall ask the father in my name he will give it you hitherto have ye asked nothing,NT
1263,on fantine she raised her bare arm and clung to the damper of the stove like a person who is reeling nevertheless she glanced about her and began to speak in a low voice as though talking to herself at liberty i am to be allowed to go i am not to go to prison for six months who said that it is not possible that any one could have said that i did not hear aright it cannot have been that monster of a mayor was it you my good monsieur javert who said that i was to be set free oh see here i will tell you about it and you will let me go that monster of a mayor that old blackguard of a mayor is the cause of all just imagine monsieur javert he turned me out all because of a pack of rascally women who gossip in the workroom if that is not a horror what is to dismiss a poor girl who is doing her work honestly then i could no longer earn enough and all this misery followed in the first place there is one improvement which these gentlemen of the police ought,LM
1264,in my name ask and ye shall receive that your joy may be full these things have i spoken unto you in proverbs but the time cometh when i shall no more speak unto you in proverbs but i shall shew you plainly of the father at that day ye shall ask in my name and i say not unto you that i will pray the father for you for the father himself loveth you because ye have loved me and have believed that i came out from i came forth from the father and am come into the world again i leave the world and go to the father his disciples said unto him lo now speakest thou plainly and speakest no proverb now are we sure that thou knowest all things and needest not that any man should ask thee by this we believe that thou camest forth from answered them do ye now believe behold the hour cometh yea is now come that ye shall be scattered every man to his own and shall leave me alone and yet i am not alone because the father is with me these things i have spoken unto you that,NT
1265,to make and that is to prevent prison contractors from wronging poor people i will explain it to you you see you are earning twelve sous at shirt making the price falls to nine sous and it is not enough to live on then one has to become whatever one can as for me i had my little cosette and i was actually forced to become a bad woman now you understand how it is that that blackguard of a mayor caused all the mischief after that i stamped on that gentleman's hat in front of the officers cafe but he had spoiled my whole dress with snow we women have but one silk dress for evening wear you see that i did not do wrong deliberately truly monsieur javert and everywhere i behold women who are far more wicked than i and who are much happier o monsieur javert it was you who gave orders that i am to be set free was it not make inquiries speak to my landlord i am paying my rent now they will tell you that i am perfectly honest ah my god i beg your pardon i have unintentionally touched the damper,LM
1266,in me ye might have peace in the world ye shall have tribulation but be of good cheer i have overcome the world 1these words spake and lifted up his eyes to heaven and said father the hour is come glorify thy son that thy son also may glorify thee 1as thou hast given him power over all flesh that he should give eternal life to as many as thou hast given him 1and this is life eternal that they might know thee the only true and whom thou hast sent 1i have glorified thee on the earth i have finished the work which thou gavest me to do 1and now o father glorify thou me with thine own self with the glory which i had with thee before the world was 1i have manifested thy name unto the men which thou gavest me out of the world thine they were and thou gavest them me and they have kept thy word 1now they have known that all things whatsoever thou hast given me are of thee 1for i have given unto them the words which thou gavest me and they have received them and have known surely that i,NT
1267,of the stove and it has made it smoke m madeleine listened to her with profound attention while she was speaking he fumbled in his waistcoat drew out his purse and opened it it was empty he put it back in his pocket he said to fantine how much did you say that you owed fantine who was looking at javert only turned towards him was i speaking to you then addressing the soldiers say you fellows did you see how i spit in his face ah you old wretch of a mayor you came here to frighten me but i'm not afraid of you i am afraid of monsieur javert i am afraid of my good monsieur javert so saying she turned to the inspector again and yet you see mr inspector it is necessary to be just i understand that you are just mr inspector in fact it is perfectly simple a man amuses himself by putting snow down a woman's back and that makes the officers laugh one must divert themselves in some way and we well we are here for them to amuse themselves with of course and then you you come you are certainly obliged,LM
1268,came out from thee and they have believed that thou didst send me 1i pray for them i pray not for the world but for them which thou hast given me for they are thine and all mine are thine and thine are mine and i am glorified in them and now i am no more in the world but these are in the world and i come to thee holy father keep through thine own name those whom thou hast given me that they may be one as we are while i was with them in the world i kept them in thy name those that thou gavest me i have kept and none of them is lost but the son of perdition that the scripture might be fulfilled and now come i to thee and these things i speak in the world that they might have my joy fulfilled in themselves i have given them thy word and the world hath hated them because they are not of the world even as i am not of the world i pray not that thou shouldest take them out of the world but that thou shouldest keep them from the,NT
1269,to preserve order you lead off the woman who is in the wrong but on reflection since you are a good man you say that i am to be set at liberty it is for the sake of the little one for six months in prison would prevent my supporting my child only don't do it again you hussy oh i won't do it again monsieur javert they may do whatever they please to me now i will not stir but to day you see i cried because it hurt me i was not expecting that snow from the gentleman at all and then as i told you i am not well i have a cough i seem to have a burning ball in my stomach and the doctor tells me take care of yourself here feel give me your hand don't be afraid it is here she no longer wept her voice was caressing she placed javert's coarse hand on her delicate white throat and looked smilingly at him all at once she rapidly adjusted her disordered garments dropped the folds of her skirt which had been pushed up as she dragged herself along almost to the height of,LM
